cell_id,west,south,east,north,occurrence_count
gh8-00162,-169.41776275634766,-14.22403335571289,-169.41741943359375,-14.223861694335938,172
gh8-00163,-169.50428009033203,-14.213218688964844,-169.50393676757812,-14.21304702758789,172
gh8-00164,-170.7162094116211,-14.266090393066406,-170.7158660888672,-14.265918731689453,172
gh8-00165,-170.69320678710938,-14.309005737304688,-170.69286346435547,-14.308834075927734,172
gh8-00166,-170.81989288330078,-14.298877716064453,-170.81954956054688,-14.2987060546875,172
gh8-00167,-169.61929321289062,-14.157600402832031,-169.61894989013672,-14.157428741455078,171
gh8-00168,-170.68084716796875,-14.242916107177734,-170.68050384521484,-14.242744445800781,171
gh8-00169,-169.6776580810547,-14.183349609375,-169.67731475830078,-14.183177947998047,170
gh8-00170,-170.76461791992188,-14.362907409667969,-170.76427459716797,-14.362735748291016,170
gh8-00171,-169.43286895751953,-14.256820678710938,-169.43252563476562,-14.256649017333984,169
gh8-00172,-169.60281372070312,-14.183177947998047,-169.60247039794922,-14.183006286621094,169
gh8-00173,-169.6240997314453,-14.184894561767578,-169.6237564086914,-14.184722900390625,169
gh8-00174,-170.7059097290039,-14.261112213134766,-170.70556640625,-14.260940551757812,169
gh8-00175,-170.73406219482422,-14.282569885253906,-170.7337188720703,-14.282398223876953,169
gh8-00176,-170.74848175048828,-14.290637969970703,-170.74813842773438,-14.29046630859375,169
gh8-00177,-170.74848175048828,-14.360847473144531,-170.74813842773438,-14.360675811767578,169
gh8-00178,-169.68074798583984,-14.151935577392578,-169.68040466308594,-14.151763916015625,168
gh8-00179,-169.68246459960938,-14.15914535522461,-169.68212127685547,-14.158973693847656,168
gh8-00180,-170.67157745361328,-14.233474731445312,-170.67123413085938,-14.23330307006836,168
gh8-00181,-170.69320678710938,-14.308834075927734,-170.69286346435547,-14.308662414550781,168
gh8-00182,-169.62787628173828,-14.17562484741211,-169.62753295898438,-14.175453186035156,167
gh8-00183,-169.62787628173828,-14.179401397705078,-169.62753295898438,-14.179229736328125,167
gh8-00184,-169.67491149902344,-14.157600402832031,-169.67456817626953,-14.157428741455078,167
gh8-00185,-169.67559814453125,-14.158458709716797,-169.67525482177734,-14.158287048339844,167
gh8-00186,-169.4369888305664,-14.21133041381836,-169.4366455078125,-14.211158752441406,166
gh8-00187,-169.67525482177734,-14.185752868652344,-169.67491149902344,-14.18558120727539,166
gh8-00188,-170.81199645996094,-14.152278900146484,-170.81165313720703,-14.152107238769531,166
gh8-00189,-170.6125259399414,-14.250984191894531,-170.6121826171875,-14.250812530517578,166
gh8-00190,-170.6451416015625,-14.247722625732422,-170.6447982788086,-14.247550964355469,166
gh8-00191,-170.7876205444336,-14.355354309082031,-170.7872772216797,-14.355182647705078,166
gh8-00192,-169.60830688476562,-14.171161651611328,-169.60796356201172,-14.170989990234375,165
gh8-00193,-169.62444305419922,-14.163093566894531,-169.6240997314453,-14.162921905517578,165
gh8-00194,-169.50119018554688,-14.258537292480469,-169.50084686279297,-14.258365631103516,165
gh8-00195,-170.63861846923828,-14.248409271240234,-170.63827514648438,-14.248237609863281,165
gh8-00196,-170.63793182373047,-14.281883239746094,-170.63758850097656,-14.28171157836914,165
gh8-00197,-170.83740234375,-14.31467056274414,-170.8370590209961,-14.314498901367188,165
gh8-00198,-170.76255798339844,-14.370803833007812,-170.76221466064453,-14.37063217163086,165
gh8-00199,-170.81989288330078,-14.332866668701172,-170.81954956054688,-14.332695007324219,165
gh8-00200,-169.60830688476562,-14.157257080078125,-169.60796356201172,-14.157085418701172,164
gh8-00201,-169.63783264160156,-14.161205291748047,-169.63748931884766,-14.161033630371094,164
gh8-00202,-170.58643341064453,-14.249610900878906,-170.58609008789062,-14.249439239501953,164
gh8-00203,-170.8380889892578,-14.31793212890625,-170.8377456665039,-14.317760467529297,164
gh8-00204,-169.65259552001953,-14.181461334228516,-169.65225219726562,-14.181289672851562,163
gh8-00205,-170.63827514648438,-14.285831451416016,-170.63793182373047,-14.285659790039062,163
gh8-00206,-170.6224822998047,-14.294586181640625,-170.62213897705078,-14.294414520263672,163
gh8-00207,-170.58059692382812,-14.24600601196289,-170.58025360107422,-14.245834350585938,162
gh8-00208,-170.66848754882812,-14.246692657470703,-170.66814422607422,-14.24652099609375,162
gh8-00209,-170.82229614257812,-14.299392700195312,-170.82195281982422,-14.29922103881836,162
gh8-00210,-169.6285629272461,-14.165840148925781,-169.6282196044922,-14.165668487548828,161
gh8-00211,-170.74848175048828,-14.360504150390625,-170.74813842773438,-14.360332489013672,161
gh8-00212,-169.4483184814453,-14.210987091064453,-169.4479751586914,-14.2108154296875,160
gh8-00213,-169.68589782714844,-14.15536880493164,-169.68555450439453,-14.155197143554688,160
gh8-00214,-170.81439971923828,-14.300251007080078,-170.81405639648438,-14.300079345703125,160
gh8-00215,-170.7220458984375,-14.34762954711914,-170.7217025756836,-14.347457885742188,160
gh8-00216,-169.45724487304688,-14.249954223632812,-169.45690155029297,-14.24978256225586,159
gh8-00217,-170.00003814697266,-14.990158081054688,-169.99969482421875,-14.989986419677734,159
gh8-00218,-170.771484375,-14.367542266845703,-170.7711410522461,-14.36737060546875,159
gh8-00219,-170.82881927490234,-14.33218002319336,-170.82847595214844,-14.332008361816406,159
gh8-00220,-169.68109130859375,-14.175968170166016,-169.68074798583984,-14.175796508789062,158
gh8-00221,-169.48368072509766,-14.272956848144531,-169.48333740234375,-14.272785186767578,158
gh8-00222,-170.64617156982422,-14.248580932617188,-170.6458282470703,-14.248409271240234,158
gh8-00223,-170.65269470214844,-14.244804382324219,-170.65235137939453,-14.244632720947266,158
gh8-00224,-170.64926147460938,-14.29046630859375,-170.64891815185547,-14.290294647216797,158
gh8-00225,-170.69320678710938,-14.313125610351562,-170.69286346435547,-14.31295394897461,158
gh8-00226,-170.78933715820312,-14.343681335449219,-170.78899383544922,-14.343509674072266,158
gh8-00227,-169.4476318359375,-14.250469207763672,-169.4472885131836,-14.250297546386719,157
gh8-00228,-169.49535369873047,-14.271583557128906,-169.49501037597656,-14.271411895751953,157
gh8-00229,-170.61046600341797,-14.254589080810547,-170.61012268066406,-14.254417419433594,157
gh8-00230,-170.62179565429688,-14.277763366699219,-170.62145233154297,-14.277591705322266,157
gh8-00231,-170.6502914428711,-14.313125610351562,-170.6499481201172,-14.31295394897461,157
gh8-00232,-170.76358795166016,-14.364795684814453,-170.76324462890625,-14.3646240234375,157
gh8-00233,-169.49981689453125,-14.261798858642578,-169.49947357177734,-14.261627197265625,156
gh8-00234,-170.59226989746094,-14.255790710449219,-170.59192657470703,-14.255619049072266,156
gh8-00235,-170.61080932617188,-14.25252914428711,-170.61046600341797,-14.252357482910156,156
gh8-00236,-169.4414520263672,-14.21133041381836,-169.44110870361328,-14.211158752441406,155
gh8-00237,-169.41913604736328,-14.24102783203125,-169.41879272460938,-14.240856170654297,155
gh8-00238,-169.5197296142578,-14.231586456298828,-169.5193862915039,-14.231414794921875,155
gh8-00239,-169.50016021728516,-14.261798858642578,-169.49981689453125,-14.261627197265625,155
gh8-00240,-170.57098388671875,-14.24703598022461,-170.57064056396484,-14.246864318847656,155
gh8-00241,-170.56137084960938,-14.262313842773438,-170.56102752685547,-14.262142181396484,155
gh8-00242,-170.8095932006836,-14.280166625976562,-170.8092498779297,-14.27999496459961,155
gh8-00243,-170.80135345458984,-14.336471557617188,-170.80101013183594,-14.336299896240234,155
gh8-00244,-169.6282196044922,-14.175453186035156,-169.62787628173828,-14.175281524658203,154
gh8-00245,-169.62203979492188,-14.187297821044922,-169.62169647216797,-14.187126159667969,154
gh8-00246,-170.56583404541016,-14.296131134033203,-170.56549072265625,-14.29595947265625,154
gh8-00247,-170.6169891357422,-14.298534393310547,-170.61664581298828,-14.298362731933594,154
gh8-00248,-170.694580078125,-14.327201843261719,-170.6942367553711,-14.327030181884766,154
gh8-00249,-170.6732940673828,-14.237594604492188,-170.6729507446289,-14.237422943115234,153
gh8-00250,-170.60909271240234,-14.253902435302734,-170.60874938964844,-14.253730773925781,153
gh8-00251,-170.7447052001953,-14.289436340332031,-170.7443618774414,-14.289264678955078,153
gh8-00252,-170.83087921142578,-14.308490753173828,-170.83053588867188,-14.308319091796875,153
gh8-00253,-170.80890655517578,-14.332351684570312,-170.80856323242188,-14.33218002319336,153
gh8-00254,-170.78624725341797,-14.353981018066406,-170.78590393066406,-14.353809356689453,153
gh8-00255,-169.41879272460938,-14.243602752685547,-169.41844940185547,-14.243431091308594,152
gh8-00256,-169.41879272460938,-14.249439239501953,-169.41844940185547,-14.249267578125,152
gh8-00257,-169.62615966796875,-14.18283462524414,-169.62581634521484,-14.182662963867188,152
gh8-00258,-170.65475463867188,-14.29372787475586,-170.65441131591797,-14.293556213378906,152
gh8-00259,-170.73989868164062,-14.276561737060547,-170.73955535888672,-14.276390075683594,152
gh8-00260,-170.80718994140625,-14.335098266601562,-170.80684661865234,-14.33492660522461,152
gh8-00261,-169.41741943359375,-14.230728149414062,-169.41707611083984,-14.23055648803711,151
gh8-00262,-169.50496673583984,-14.249095916748047,-169.50462341308594,-14.248924255371094,151
gh8-00263,-170.5785369873047,-14.277591705322266,-170.57819366455078,-14.277420043945312,151
gh8-00264,-170.6070327758789,-14.277763366699219,-170.606689453125,-14.277591705322266,151
gh8-00265,-170.84186553955078,-14.325313568115234,-170.84152221679688,-14.325141906738281,151
gh8-00266,-170.76290130615234,-14.37063217163086,-170.76255798339844,-14.370460510253906,151
gh8-00267,-169.61002349853516,-14.151935577392578,-169.60968017578125,-14.151763916015625,150
gh8-00268,-169.617919921875,-14.153995513916016,-169.6175765991211,-14.153823852539062,150
gh8-00269,-169.50393676757812,-14.24978256225586,-169.50359344482422,-14.249610900878906,150
gh8-00270,-170.6678009033203,-14.32291030883789,-170.6674575805664,-14.322738647460938,150
gh8-00271,-170.70659637451172,-14.260597229003906,-170.7062530517578,-14.260425567626953,150
gh8-00272,-170.70247650146484,-14.335613250732422,-170.70213317871094,-14.335441589355469,150
gh8-00273,-170.70453643798828,-14.335784912109375,-170.70419311523438,-14.335613250732422,150
gh8-00274,-170.74642181396484,-14.362735748291016,-170.74607849121094,-14.362564086914062,150
gh8-00275,-170.7666778564453,-14.362907409667969,-170.7663345336914,-14.362735748291016,150
gh8-00276,-170.77903747558594,-14.363079071044922,-170.77869415283203,-14.362907409667969,150
gh8-00277,-169.60830688476562,-14.155197143554688,-169.60796356201172,-14.155025482177734,149
gh8-00278,-170.50643920898438,-14.25750732421875,-170.50609588623047,-14.257335662841797,149
gh8-00279,-170.72444915771484,-14.281196594238281,-170.72410583496094,-14.281024932861328,149
gh8-00280,-170.7333755493164,-14.280853271484375,-170.7330322265625,-14.280681610107422,149
gh8-00281,-170.76908111572266,-14.288578033447266,-170.76873779296875,-14.288406372070312,149
gh8-00282,-170.82332611083984,-14.300765991210938,-170.82298278808594,-14.300594329833984,149
gh8-00283,-169.6343994140625,-14.161548614501953,-169.6340560913086,-14.161376953125,148
gh8-00284,-170.7000732421875,-14.22780990600586,-170.6997299194336,-14.227638244628906,148
gh8-00285,-170.67054748535156,-14.323768615722656,-170.67020416259766,-14.323596954345703,148
gh8-00286,-170.70968627929688,-14.260597229003906,-170.70934295654297,-14.260425567626953,148
gh8-00287,-170.7886505126953,-14.34213638305664,-170.7883071899414,-14.341964721679688,148
gh8-00288,-169.4634246826172,-14.212017059326172,-169.46308135986328,-14.211845397949219,147
gh8-00289,-169.65808868408203,-14.184207916259766,-169.65774536132812,-14.184036254882812,147
gh8-00290,-169.68177795410156,-14.174938201904297,-169.68143463134766,-14.174766540527344,147
gh8-00291,-170.67089080810547,-14.245319366455078,-170.67054748535156,-14.245147705078125,147
gh8-00292,-170.65406799316406,-14.293556213378906,-170.65372467041016,-14.293384552001953,147
gh8-00293,-170.76702117919922,-14.363422393798828,-170.7666778564453,-14.363250732421875,147
gh8-00294,-170.76255798339844,-14.364795684814453,-170.76221466064453,-14.3646240234375,147
gh8-00295,-169.42188262939453,-14.214935302734375,-169.42153930664062,-14.214763641357422,146
gh8-00296,-169.4692611694336,-14.214420318603516,-169.4689178466797,-14.214248657226562,146
gh8-00297,-169.48265075683594,-14.214591979980469,-169.48230743408203,-14.214420318603516,146
gh8-00298,-169.61929321289062,-14.190559387207031,-169.61894989013672,-14.190387725830078,146
gh8-00299,-169.64950561523438,-14.177684783935547,-169.64916229248047,-14.177513122558594,146
gh8-00300,-170.57613372802734,-14.276390075683594,-170.57579040527344,-14.27621841430664,146
gh8-00301,-170.8147430419922,-14.27999496459961,-170.81439971923828,-14.279823303222656,146
gh8-00302,-170.8380889892578,-14.317588806152344,-170.8377456665039,-14.31741714477539,146
gh8-00303,-170.75122833251953,-14.361019134521484,-170.75088500976562,-14.360847473144531,146
gh8-00304,-170.75260162353516,-14.3646240234375,-170.75225830078125,-14.364452362060547,146
gh8-00305,-169.47853088378906,-14.214763641357422,-169.47818756103516,-14.214591979980469,145
gh8-00306,-169.51560974121094,-14.237594604492188,-169.51526641845703,-14.237422943115234,145
gh8-00307,-169.52007293701172,-14.223346710205078,-169.5197296142578,-14.223175048828125,145
gh8-00308,-169.62203979492188,-14.187469482421875,-169.62169647216797,-14.187297821044922,145
