cell_id,west,south,east,north,occurrence_count
gh8-00993,-170.81336975097656,-14.333038330078125,-170.81302642822266,-14.332866668701172,65
gh8-00994,-169.51217651367188,-14.217166900634766,-169.51183319091797,-14.216995239257812,64
gh8-00995,-170.66883087158203,-14.238452911376953,-170.66848754882812,-14.23828125,64
gh8-00996,-170.5565643310547,-14.292869567871094,-170.55622100830078,-14.29269790649414,63
gh8-00997,-170.75912475585938,-14.2877197265625,-170.75878143310547,-14.287548065185547,63
gh8-00998,-170.81783294677734,-14.299564361572266,-170.81748962402344,-14.299392700195312,63
gh8-00999,-170.82298278808594,-14.301624298095703,-170.82263946533203,-14.30145263671875,63
gh8-01000,-169.5138931274414,-14.219226837158203,-169.5135498046875,-14.21905517578125,62
gh8-01001,-169.52899932861328,-14.232444763183594,-169.52865600585938,-14.23227310180664,62
gh8-01002,-170.6121826171875,-14.25252914428711,-170.6118392944336,-14.252357482910156,62
gh8-01003,-170.66402435302734,-14.285831451416016,-170.66368103027344,-14.285659790039062,62
gh8-01004,-170.67466735839844,-14.296302795410156,-170.67432403564453,-14.296131134033203,62
gh8-01005,-170.64205169677734,-14.306259155273438,-170.64170837402344,-14.306087493896484,62
gh8-01006,-170.80032348632812,-14.290809631347656,-170.79998016357422,-14.290637969970703,61
gh8-01007,-170.66539764404297,-14.29046630859375,-170.66505432128906,-14.290294647216797,60
gh8-01008,-170.6777572631836,-14.289779663085938,-170.6774139404297,-14.289608001708984,60
gh8-01009,-170.70110321044922,-14.334068298339844,-170.7007598876953,-14.33389663696289,60
gh8-01010,-169.41844940185547,-14.22454833984375,-169.41810607910156,-14.224376678466797,59
gh8-01011,-169.46067810058594,-14.249954223632812,-169.46033477783203,-14.24978256225586,59
gh8-01012,-170.67020416259766,-14.232959747314453,-170.66986083984375,-14.2327880859375,59
gh8-01013,-170.55999755859375,-14.260940551757812,-170.55965423583984,-14.26076889038086,59
gh8-01014,-170.67363739013672,-14.247550964355469,-170.6732940673828,-14.247379302978516,59
gh8-01015,-170.65853118896484,-14.293212890625,-170.65818786621094,-14.293041229248047,59
gh8-01016,-170.5078125,-14.274673461914062,-170.5074691772461,-14.27450180053711,58
gh8-01017,-170.69766998291016,-14.23004150390625,-170.69732666015625,-14.229869842529297,58
gh8-01018,-170.5469512939453,-14.280166625976562,-170.5466079711914,-14.27999496459961,58
gh8-01019,-170.67054748535156,-14.244461059570312,-170.67020416259766,-14.24428939819336,58
gh8-01020,-170.65269470214844,-14.314842224121094,-170.65235137939453,-14.31467056274414,58
gh8-01021,-170.69835662841797,-14.252700805664062,-170.69801330566406,-14.25252914428711,58
gh8-01022,-170.60016632080078,-14.285316467285156,-170.59982299804688,-14.285144805908203,57
gh8-01023,-170.67398071289062,-14.29098129272461,-170.67363739013672,-14.290809631347656,57
gh8-01024,-169.5293426513672,-14.232444763183594,-169.52899932861328,-14.23227310180664,55
gh8-01025,-170.50540924072266,-14.264373779296875,-170.50506591796875,-14.264202117919922,55
gh8-01026,-170.5630874633789,-14.250812530517578,-170.562744140625,-14.250640869140625,55
gh8-01027,-170.7007598876953,-14.253902435302734,-170.7004165649414,-14.253730773925781,55
gh8-01028,-170.6619644165039,-14.24703598022461,-170.66162109375,-14.246864318847656,54
gh8-01029,-169.6831512451172,-14.163093566894531,-169.68280792236328,-14.162921905517578,53
gh8-01030,-170.53905487060547,-14.286689758300781,-170.53871154785156,-14.286518096923828,53
gh8-01031,-170.5462646484375,-14.286346435546875,-170.5459213256836,-14.286174774169922,53
gh8-01032,-170.68119049072266,-14.281883239746094,-170.68084716796875,-14.28171157836914,53
gh8-01033,-170.55004119873047,-14.278621673583984,-170.54969787597656,-14.278450012207031,52
gh8-01034,-170.57579040527344,-14.275188446044922,-170.57544708251953,-14.275016784667969,52
gh8-01035,-170.56411743164062,-14.286518096923828,-170.56377410888672,-14.286346435546875,52
gh8-01036,-170.67604064941406,-14.292182922363281,-170.67569732666016,-14.292011260986328,52
gh8-01037,-170.75706481933594,-14.288921356201172,-170.75672149658203,-14.288749694824219,52
gh8-01038,-169.47132110595703,-14.258365631103516,-169.47097778320312,-14.258193969726562,51
gh8-01039,-170.00072479248047,-14.495601654052734,-170.00038146972656,-14.495429992675781,51
gh8-01040,-170.5730438232422,-14.271583557128906,-170.57270050048828,-14.271411895751953,51
gh8-01041,-170.82881927490234,-14.305744171142578,-170.82847595214844,-14.305572509765625,51
gh8-01042,-170.77526092529297,-14.383163452148438,-170.77491760253906,-14.382991790771484,51
gh8-01043,-170.10337829589844,-14.056320190429688,-170.10303497314453,-14.056148529052734,49
gh8-01044,-170.68084716796875,-14.288578033447266,-170.68050384521484,-14.288406372070312,49
gh8-01045,-169.5293426513672,-14.23227310180664,-169.52899932861328,-14.232101440429688,48
gh8-01046,-170.67604064941406,-14.290122985839844,-170.67569732666016,-14.28995132446289,48
gh8-01047,-170.67707061767578,-14.289264678955078,-170.67672729492188,-14.289093017578125,48
gh8-01048,-170.8099365234375,-14.278450012207031,-170.8095932006836,-14.278278350830078,48
gh8-01049,-170.80032348632812,-14.333381652832031,-170.79998016357422,-14.333209991455078,48
gh8-01050,-170.67054748535156,-14.247894287109375,-170.67020416259766,-14.247722625732422,47
gh8-01051,-170.73131561279297,-14.355182647705078,-170.73097229003906,-14.355010986328125,47
gh8-01052,-170.7000732421875,-14.312095642089844,-170.6997299194336,-14.31192398071289,46
gh8-01053,-170.5634307861328,-14.245491027832031,-170.5630874633789,-14.245319366455078,45
gh8-01054,-170.55965423583984,-14.255619049072266,-170.55931091308594,-14.255447387695312,45
gh8-01055,-170.63072204589844,-14.281539916992188,-170.63037872314453,-14.281368255615234,45
gh8-01056,-170.72444915771484,-14.278450012207031,-170.72410583496094,-14.278278350830078,45
gh8-01057,-170.7000732421875,-14.310035705566406,-170.6997299194336,-14.309864044189453,45
gh8-01058,-170.00003814697266,-14.000015258789062,-169.99969482421875,-14,44
gh8-01059,-170.56686401367188,-14.245147705078125,-170.56652069091797,-14.244976043701172,44
gh8-01060,-170.562744140625,-14.254589080810547,-170.5624008178711,-14.254417419433594,44
gh8-01061,-169.51183319091797,-14.2437744140625,-169.51148986816406,-14.243602752685547,42
gh8-01062,-170.81645965576172,-14.2987060546875,-170.8161163330078,-14.298534393310547,42
gh8-01063,-170.66814422607422,-14.24652099609375,-170.6678009033203,-14.246349334716797,41
gh8-01064,-170.78075408935547,-14.28823471069336,-170.78041076660156,-14.288063049316406,41
gh8-01065,-170.69664001464844,-14.273815155029297,-170.69629669189453,-14.273643493652344,39
gh8-01066,-170.69904327392578,-14.339561462402344,-170.69869995117188,-14.33938980102539,38
gh8-01067,-170.80890655517578,-14.327201843261719,-170.80856323242188,-14.327030181884766,37
gh8-01068,-169.10018920898438,-14.217510223388672,-169.09984588623047,-14.217338562011719,36
gh8-01069,-170.75809478759766,-14.288749694824219,-170.75775146484375,-14.288578033447266,36
gh8-01070,-170.72582244873047,-14.28274154663086,-170.72547912597656,-14.282569885253906,35
gh8-01071,-170.78109741210938,-14.360160827636719,-170.78075408935547,-14.359989166259766,35
gh8-01072,-169.1008758544922,-14.218368530273438,-169.10053253173828,-14.218196868896484,34
gh8-01073,-169.4977569580078,-14.143009185791016,-169.4974136352539,-14.142837524414062,33
gh8-01074,-170.00038146972656,-14.494571685791016,-170.00003814697266,-14.494400024414062,33
gh8-01075,-170.68565368652344,-14.273643493652344,-170.68531036376953,-14.27347183227539,33
gh8-01076,-170.76427459716797,-14.366168975830078,-170.76393127441406,-14.365997314453125,33
gh8-01077,-170.81233978271484,-14.327373504638672,-170.81199645996094,-14.327201843261719,33
gh8-01078,-169.53414916992188,-14.21030044555664,-169.53380584716797,-14.210128784179688,32
gh8-01079,-170.32825469970703,-14.349174499511719,-170.32791137695312,-14.349002838134766,32
gh8-01080,-170.76324462890625,-14.365825653076172,-170.76290130615234,-14.365653991699219,32
gh8-01081,-169.53380584716797,-14.210128784179688,-169.53346252441406,-14.209957122802734,31
gh8-01082,-169.04457092285156,-14.21030044555664,-169.04422760009766,-14.210128784179688,30
gh8-01083,-169.53243255615234,-14.209785461425781,-169.53208923339844,-14.209613800048828,30
gh8-01084,-169.53346252441406,-14.209957122802734,-169.53311920166016,-14.209785461425781,30
gh8-01085,-170.0020980834961,-14.499034881591797,-170.0017547607422,-14.498863220214844,30
gh8-01086,-170.73577880859375,-14.198627471923828,-170.73543548583984,-14.198455810546875,30
gh8-01087,-170.7938003540039,-14.335098266601562,-170.79345703125,-14.33492660522461,30
gh8-01088,-169.05040740966797,-14.193649291992188,-169.05006408691406,-14.193477630615234,29
gh8-01089,-169.53243255615234,-14.209957122802734,-169.53208923339844,-14.209785461425781,29
gh8-01090,-170.00038146972656,-14.494915008544922,-170.00003814697266,-14.494743347167969,29
gh8-01091,-170.7323455810547,-14.20309066772461,-170.73200225830078,-14.202919006347656,29
gh8-01092,-170.73440551757812,-14.200172424316406,-170.73406219482422,-14.200000762939453,29
gh8-01093,-169.68624114990234,-14.174423217773438,-169.68589782714844,-14.174251556396484,28
gh8-01094,-169.4970703125,-14.251155853271484,-169.4967269897461,-14.250984191894531,28
gh8-01095,-170.88340759277344,-14.350032806396484,-170.88306427001953,-14.349861145019531,28
gh8-01096,-170.10303497314453,-14.056320190429688,-170.10269165039062,-14.056148529052734,27
gh8-01097,-169.04972076416016,-14.1943359375,-169.04937744140625,-14.194164276123047,27
gh8-01098,-169.0462875366211,-14.210472106933594,-169.0459442138672,-14.21030044555664,27
gh8-01099,-169.53277587890625,-14.209613800048828,-169.53243255615234,-14.209442138671875,27
gh8-01100,-169.52865600585938,-14.2327880859375,-169.52831268310547,-14.232616424560547,27
gh8-01101,-170.59432983398438,-14.280166625976562,-170.59398651123047,-14.27999496459961,27
gh8-01102,-170.69355010986328,-14.308319091796875,-170.69320678710938,-14.308147430419922,27
gh8-01103,-170.64067840576172,-14.878406524658203,-170.6403350830078,-14.87823486328125,27
gh8-01104,-171,-14.000015258789062,-170.99979400634766,-14,26
gh8-01105,-169.5293426513672,-14.208927154541016,-169.52899932861328,-14.208755493164062,26
gh8-01106,-169.53277587890625,-14.208240509033203,-169.53243255615234,-14.20806884765625,26
gh8-01107,-169.5358657836914,-14.234848022460938,-169.5355224609375,-14.234676361083984,26
gh8-01108,-170.13221740722656,-14.271068572998047,-170.13187408447266,-14.270896911621094,26
gh8-01109,-170.0031280517578,-14.499549865722656,-170.0027847290039,-14.499378204345703,26
gh8-01110,-170.58231353759766,-14.273815155029297,-170.58197021484375,-14.273643493652344,26
gh8-01111,-170.10406494140625,-14.056835174560547,-170.10372161865234,-14.056663513183594,25
gh8-01112,-169.0462875366211,-14.21030044555664,-169.0459442138672,-14.210128784179688,25
gh8-01113,-169.0473175048828,-14.206695556640625,-169.0469741821289,-14.206523895263672,25
gh8-01114,-169.53449249267578,-14.210472106933594,-169.53414916992188,-14.21030044555664,25
gh8-01115,-169.66461181640625,-14.09219741821289,-169.66426849365234,-14.092025756835938,25
gh8-01116,-170.00141143798828,-14.498176574707031,-170.00106811523438,-14.498004913330078,25
gh8-01117,-170.66814422607422,-14.280338287353516,-170.6678009033203,-14.280166625976562,25
gh8-01118,-170.68153381347656,-14.280166625976562,-170.68119049072266,-14.27999496459961,25
gh8-01119,-170.66505432128906,-14.286346435546875,-170.66471099853516,-14.286174774169922,25
gh8-01120,-170.68050384521484,-14.289436340332031,-170.68016052246094,-14.289264678955078,25
gh8-01121,-169.41810607910156,-14.227466583251953,-169.41776275634766,-14.227294921875,24
gh8-01122,-169.53311920166016,-14.231758117675781,-169.53277587890625,-14.231586456298828,24
gh8-01123,-169.65431213378906,-14.177684783935547,-169.65396881103516,-14.177513122558594,24
gh8-01124,-170.00141143798828,-14.497489929199219,-170.00106811523438,-14.497318267822266,24
gh8-01125,-170.00244140625,-14.49920654296875,-170.0020980834961,-14.499034881591797,24
gh8-01126,-170.68771362304688,-14.276561737060547,-170.68737030029297,-14.276390075683594,24
gh8-01127,-169.04972076416016,-14.194679260253906,-169.04937744140625,-14.194507598876953,23
gh8-01128,-169.53105926513672,-14.210128784179688,-169.5307159423828,-14.209957122802734,23
gh8-01129,-169.53140258789062,-14.210128784179688,-169.53105926513672,-14.209957122802734,23
gh8-01130,-169.64916229248047,-14.175968170166016,-169.64881896972656,-14.175796508789062,23
gh8-01131,-169.67525482177734,-14.158458709716797,-169.67491149902344,-14.158287048339844,23
gh8-01132,-170.00038146972656,-14.495086669921875,-170.00003814697266,-14.494915008544922,23
gh8-01133,-170.32791137695312,-14.34865951538086,-170.32756805419922,-14.348487854003906,23
gh8-01134,-170.10303497314453,-14.0570068359375,-170.10269165039062,-14.056835174560547,22
gh8-01135,-169.52899932861328,-14.20858383178711,-169.52865600585938,-14.208412170410156,22
gh8-01136,-170.6231689453125,-14.245147705078125,-170.6228256225586,-14.244976043701172,22
gh8-01137,-170.61630249023438,-14.283084869384766,-170.61595916748047,-14.282913208007812,22
gh8-01138,-170.10337829589844,-14.057178497314453,-170.10303497314453,-14.0570068359375,21
gh8-01139,-169.04972076416016,-14.204463958740234,-169.04937744140625,-14.204292297363281,21
gh8-01140,-169.52899932861328,-14.207038879394531,-169.52865600585938,-14.206867218017578,21
gh8-01141,-170.00072479248047,-14.495429992675781,-170.00038146972656,-14.495258331298828,21
gh8-01142,-170.00106811523438,-14.495601654052734,-170.00072479248047,-14.495429992675781,21
gh8-01143,-170.0017547607422,-14.498519897460938,-170.00141143798828,-14.498348236083984,21
gh8-01144,-170.0031280517578,-14.49972152709961,-170.0027847290039,-14.499549865722656,21
gh8-01145,-170.32791137695312,-14.347286224365234,-170.32756805419922,-14.347114562988281,21
gh8-01146,-170.5016326904297,-14.281539916992188,-170.50128936767578,-14.281368255615234,21
gh8-01147,-170.5019760131836,-14.281539916992188,-170.5016326904297,-14.281368255615234,21
gh8-01148,-170.60531616210938,-14.256820678710938,-170.60497283935547,-14.256649017333984,21
gh8-01149,-170.72479248046875,-14.28720474243164,-170.72444915771484,-14.287033081054688,21
gh8-01150,-169.0459442138672,-14.20806884765625,-169.04560089111328,-14.207897186279297,20
gh8-01151,-169.66461181640625,-14.092369079589844,-169.66426849365234,-14.09219741821289,20
gh8-01152,-169.65396881103516,-14.178199768066406,-169.65362548828125,-14.178028106689453,20
gh8-01153,-170.0020980834961,-14.49920654296875,-170.0017547607422,-14.499034881591797,20
gh8-01154,-170.56720733642578,-14.212703704833984,-170.56686401367188,-14.212532043457031,20
gh8-01155,-170.64685821533203,-14.288406372070312,-170.64651489257812,-14.28823471069336,20
gh8-01156,-170.70899963378906,-14.333038330078125,-170.70865631103516,-14.332866668701172,20
gh8-01157,-170.10578155517578,-14.058551788330078,-170.10543823242188,-14.058380126953125,19
gh8-01158,-169.05040740966797,-14.193477630615234,-169.05006408691406,-14.193305969238281,19
gh8-01159,-169.04937744140625,-14.198970794677734,-169.04903411865234,-14.198799133300781,19
gh8-01160,-169.0462875366211,-14.207897186279297,-169.0459442138672,-14.207725524902344,19
gh8-01161,-169.04422760009766,-14.210472106933594,-169.04388427734375,-14.21030044555664,19
gh8-01162,-169.0469741821289,-14.212360382080078,-169.046630859375,-14.212188720703125,19
gh8-01163,-169.06002044677734,-14.21630859375,-169.05967712402344,-14.216136932373047,19
gh8-01164,-169.44110870361328,-14.212532043457031,-169.44076538085938,-14.212360382080078,19
gh8-01165,-169.53174591064453,-14.210128784179688,-169.53140258789062,-14.209957122802734,19
gh8-01166,-169.53346252441406,-14.232101440429688,-169.53311920166016,-14.231929779052734,19
gh8-01167,-170.0027847290039,-14.499378204345703,-170.00244140625,-14.49920654296875,19
gh8-01168,-170.00347137451172,-14.49972152709961,-170.0031280517578,-14.499549865722656,19
gh8-01169,-170.32928466796875,-14.337329864501953,-170.32894134521484,-14.337158203125,19
gh8-01170,-170.32825469970703,-14.349002838134766,-170.32791137695312,-14.348831176757812,19
gh8-01171,-170.6667709350586,-14.27450180053711,-170.6664276123047,-14.274330139160156,19
gh8-01172,-170.650634765625,-14.288578033447266,-170.6502914428711,-14.288406372070312,19
gh8-01173,-170.69114685058594,-14.308662414550781,-170.69080352783203,-14.308490753173828,19
gh8-01174,-169.04937744140625,-14.19485092163086,-169.04903411865234,-14.194679260253906,18
gh8-01175,-169.04903411865234,-14.196224212646484,-169.04869079589844,-14.196052551269531,18
gh8-01176,-169.04457092285156,-14.210472106933594,-169.04422760009766,-14.21030044555664,18
gh8-01177,-169.0462875366211,-14.210987091064453,-169.0459442138672,-14.2108154296875,18
gh8-01178,-169.05967712402344,-14.215965270996094,-169.05933380126953,-14.21579360961914,18
gh8-01179,-169.4366455078125,-14.225749969482422,-169.4363021850586,-14.225578308105469,18
gh8-01180,-169.530029296875,-14.209957122802734,-169.5296859741211,-14.209785461425781,18
gh8-01181,-169.53311920166016,-14.209442138671875,-169.53277587890625,-14.209270477294922,18
gh8-01182,-169.60830688476562,-14.168586730957031,-169.60796356201172,-14.168415069580078,18
gh8-01183,-170.00141143798828,-14.497661590576172,-170.00106811523438,-14.497489929199219,18
gh8-01184,-170.00244140625,-14.499378204345703,-170.0020980834961,-14.49920654296875,18
gh8-01185,-170.32928466796875,-14.336986541748047,-170.32894134521484,-14.336814880371094,18
gh8-01186,-170.32928466796875,-14.337158203125,-170.32894134521484,-14.336986541748047,18
gh8-01187,-170.73440551757812,-14.1998291015625,-170.73406219482422,-14.199657440185547,18
gh8-01188,-170.7337188720703,-14.201889038085938,-170.7333755493164,-14.201717376708984,18
gh8-01189,-170.8267593383789,-14.280338287353516,-170.826416015625,-14.280166625976562,18
gh8-01190,-170.8260726928711,-14.329605102539062,-170.8257293701172,-14.32943344116211,18
gh8-01191,-170.10303497314453,-14.056148529052734,-170.10269165039062,-14.055976867675781,17
gh8-01192,-170.10372161865234,-14.057178497314453,-170.10337829589844,-14.0570068359375,17
gh8-01193,-170.10475158691406,-14.057350158691406,-170.10440826416016,-14.057178497314453,17
gh8-01194,-169.04937744140625,-14.195022583007812,-169.04903411865234,-14.19485092163086,17
gh8-01195,-169.04903411865234,-14.195709228515625,-169.04869079589844,-14.195537567138672,17
gh8-01196,-169.04903411865234,-14.196052551269531,-169.04869079589844,-14.195880889892578,17
gh8-01197,-169.04903411865234,-14.196910858154297,-169.04869079589844,-14.196739196777344,17
gh8-01198,-169.04972076416016,-14.204120635986328,-169.04937744140625,-14.203948974609375,17
gh8-01199,-169.0469741821289,-14.212188720703125,-169.046630859375,-14.212017059326172,17
gh8-01200,-169.52899932861328,-14.208755493164062,-169.52865600585938,-14.20858383178711,17
gh8-01201,-169.53346252441406,-14.210128784179688,-169.53311920166016,-14.209957122802734,17
gh8-01202,-170.0017547607422,-14.498348236083984,-170.00141143798828,-14.498176574707031,17
gh8-01203,-170.00347137451172,-14.499893188476562,-170.0031280517578,-14.49972152709961,17
gh8-01204,-170.06698608398438,-14.533367156982422,-170.06664276123047,-14.533195495605469,17
gh8-01205,-170.32825469970703,-14.349346160888672,-170.32791137695312,-14.349174499511719,17
gh8-01206,-170.68119049072266,-14.288921356201172,-170.68084716796875,-14.288749694824219,17
gh8-01207,-170.69904327392578,-14.273300170898438,-170.69869995117188,-14.273128509521484,17
gh8-01208,-170.78659057617188,-14.340763092041016,-170.78624725341797,-14.340591430664062,17
gh8-01209,-169.04937744140625,-14.204978942871094,-169.04903411865234,-14.20480728149414,16
gh8-01210,-169.04972076416016,-14.203948974609375,-169.04937744140625,-14.203777313232422,16
gh8-01211,-169.04525756835938,-14.209270477294922,-169.04491424560547,-14.209098815917969,16
gh8-01212,-169.04800415039062,-14.206008911132812,-169.04766082763672,-14.20583724975586,16
gh8-01213,-169.0469741821289,-14.211845397949219,-169.046630859375,-14.211673736572266,16
gh8-01214,-169.05933380126953,-14.21030044555664,-169.05899047851562,-14.210128784179688,16
gh8-01215,-169.53311920166016,-14.208755493164062,-169.53277587890625,-14.20858383178711,16
gh8-01216,-170.0020980834961,-14.49869155883789,-170.0017547607422,-14.498519897460938,16
gh8-01217,-170.32825469970703,-14.345054626464844,-170.32791137695312,-14.34488296508789,16
gh8-01218,-170.65818786621094,-14.28995132446289,-170.65784454345703,-14.289779663085938,16
gh8-01219,-170.66574096679688,-14.32943344116211,-170.66539764404297,-14.329261779785156,16
gh8-01220,-170.75225830078125,-14.359130859375,-170.75191497802734,-14.358959197998047,16
gh8-01221,-170.7666778564453,-14.366683959960938,-170.7663345336914,-14.366512298583984,16
gh8-01222,-170.10578155517578,-14.058380126953125,-170.10543823242188,-14.058208465576172,15
gh8-01223,-169.05006408691406,-14.203433990478516,-169.04972076416016,-14.203262329101562,15
gh8-01224,-169.0462875366211,-14.207725524902344,-169.0459442138672,-14.20755386352539,15
gh8-01225,-169.0462875366211,-14.210643768310547,-169.0459442138672,-14.210472106933594,15
gh8-01226,-169.0469741821289,-14.207038879394531,-169.046630859375,-14.206867218017578,15
gh8-01227,-169.0469741821289,-14.212017059326172,-169.046630859375,-14.211845397949219,15
gh8-01228,-169.04834747314453,-14.214763641357422,-169.04800415039062,-14.214591979980469,15
gh8-01229,-169.53277587890625,-14.209442138671875,-169.53243255615234,-14.209270477294922,15
gh8-01230,-169.66426849365234,-14.09219741821289,-169.66392517089844,-14.092025756835938,15
gh8-01231,-170.00141143798828,-14.497318267822266,-170.00106811523438,-14.497146606445312,15
gh8-01232,-170.32825469970703,-14.343509674072266,-170.32791137695312,-14.343338012695312,15
gh8-01233,-170.32791137695312,-14.347457885742188,-170.32756805419922,-14.347286224365234,15
gh8-01234,-170.32791137695312,-14.348831176757812,-170.32756805419922,-14.34865951538086,15
gh8-01235,-170.73440551757812,-14.200515747070312,-170.73406219482422,-14.20034408569336,15
gh8-01236,-170.64823150634766,-14.323081970214844,-170.64788818359375,-14.32291030883789,15
gh8-01237,-170.10440826416016,-14.057178497314453,-170.10406494140625,-14.0570068359375,14
gh8-01238,-169.05006408691406,-14.194164276123047,-169.04972076416016,-14.193992614746094,14
gh8-01239,-169.04903411865234,-14.196395874023438,-169.04869079589844,-14.196224212646484,14
gh8-01240,-169.04903411865234,-14.205150604248047,-169.04869079589844,-14.204978942871094,14
gh8-01241,-169.04972076416016,-14.204292297363281,-169.04937744140625,-14.204120635986328,14
gh8-01242,-169.04800415039062,-14.214763641357422,-169.04766082763672,-14.214591979980469,14
gh8-01243,-169.52899932861328,-14.206867218017578,-169.52865600585938,-14.206695556640625,14
gh8-01244,-169.53380584716797,-14.21030044555664,-169.53346252441406,-14.210128784179688,14
gh8-01245,-169.51629638671875,-14.232616424560547,-169.51595306396484,-14.232444763183594,14
gh8-01246,-169.53414916992188,-14.232959747314453,-169.53380584716797,-14.2327880859375,14
gh8-01247,-170.00106811523438,-14.49594497680664,-170.00072479248047,-14.495773315429688,14
gh8-01248,-170.0020980834961,-14.498863220214844,-170.0017547607422,-14.49869155883789,14
gh8-01249,-170.58265686035156,-14.25149917602539,-170.58231353759766,-14.251327514648438,14
gh8-01250,-170.6777572631836,-14.275016784667969,-170.6774139404297,-14.274845123291016,14
gh8-01251,-170.62969207763672,-14.2877197265625,-170.6293487548828,-14.287548065185547,14
gh8-01252,-170.6568145751953,-14.291667938232422,-170.6564712524414,-14.291496276855469,14
gh8-01253,-170.6784439086914,-14.287033081054688,-170.6781005859375,-14.286861419677734,14
gh8-01254,-170.64788818359375,-14.323253631591797,-170.64754486083984,-14.323081970214844,14
gh8-01255,-170.6678009033203,-14.32943344116211,-170.6674575805664,-14.329261779785156,14
gh8-01256,-170.10406494140625,-14.057178497314453,-170.10372161865234,-14.0570068359375,13
gh8-01257,-170.10440826416016,-14.057350158691406,-170.10406494140625,-14.057178497314453,13
gh8-01258,-169.04903411865234,-14.195365905761719,-169.04869079589844,-14.195194244384766,13
gh8-01259,-169.05006408691406,-14.203777313232422,-169.04972076416016,-14.203605651855469,13
gh8-01260,-169.04903411865234,-14.205493927001953,-169.04869079589844,-14.205322265625,13
gh8-01261,-169.0469741821289,-14.206867218017578,-169.046630859375,-14.206695556640625,13
gh8-01262,-169.0957260131836,-14.218711853027344,-169.0953826904297,-14.21854019165039,13
gh8-01263,-169.5307159423828,-14.210128784179688,-169.5303726196289,-14.209957122802734,13
gh8-01264,-169.53277587890625,-14.209785461425781,-169.53243255615234,-14.209613800048828,13
gh8-01265,-169.53311920166016,-14.208412170410156,-169.53277587890625,-14.208240509033203,13
gh8-01266,-169.52865600585938,-14.23330307006836,-169.52831268310547,-14.233131408691406,13
gh8-01267,-169.65259552001953,-14.179401397705078,-169.65225219726562,-14.179229736328125,13
gh8-01268,-170.00106811523438,-14.496631622314453,-170.00072479248047,-14.4964599609375,13
gh8-01269,-170.32825469970703,-14.346084594726562,-170.32791137695312,-14.34591293334961,13
gh8-01270,-170.60771942138672,-14.277935028076172,-170.6073760986328,-14.277763366699219,13
gh8-01271,-170.6678009033203,-14.278106689453125,-170.6674575805664,-14.277935028076172,13
gh8-01272,-170.67707061767578,-14.275875091552734,-170.67672729492188,-14.275703430175781,13
gh8-01273,-170.68119049072266,-14.278278350830078,-170.68084716796875,-14.278106689453125,13
gh8-01274,-170.6678009033203,-14.296131134033203,-170.6674575805664,-14.29595947265625,13
gh8-01275,-170.70350646972656,-14.32342529296875,-170.70316314697266,-14.323253631591797,13
gh8-01276,-170.7326889038086,-14.325828552246094,-170.7323455810547,-14.32565689086914,13
gh8-01277,-170.7114028930664,-14.335441589355469,-170.7110595703125,-14.335269927978516,13
gh8-01278,-170.78659057617188,-14.342308044433594,-170.78624725341797,-14.34213638305664,13
gh8-01279,-170.10440826416016,-14.0570068359375,-170.10406494140625,-14.056835174560547,12
gh8-01280,-169.04972076416016,-14.194507598876953,-169.04937744140625,-14.1943359375,12
gh8-01281,-169.05006408691406,-14.203605651855469,-169.04972076416016,-14.203433990478516,12
gh8-01282,-169.04491424560547,-14.209785461425781,-169.04457092285156,-14.209613800048828,12
gh8-01283,-169.04834747314453,-14.206008911132812,-169.04800415039062,-14.20583724975586,12
gh8-01284,-169.0473175048828,-14.212532043457031,-169.0469741821289,-14.212360382080078,12
gh8-01285,-169.06002044677734,-14.210128784179688,-169.05967712402344,-14.209957122802734,12
gh8-01286,-169.06002044677734,-14.215278625488281,-169.05967712402344,-14.215106964111328,12
gh8-01287,-169.52899932861328,-14.20755386352539,-169.52865600585938,-14.207382202148438,12
gh8-01288,-169.5303726196289,-14.209957122802734,-169.530029296875,-14.209785461425781,12
gh8-01289,-169.53243255615234,-14.209613800048828,-169.53208923339844,-14.209442138671875,12
gh8-01290,-169.53311920166016,-14.231586456298828,-169.53277587890625,-14.231414794921875,12
gh8-01291,-169.65259552001953,-14.177513122558594,-169.65225219726562,-14.17734146118164,12
gh8-01292,-170.00003814697266,-14.494400024414062,-169.99969482421875,-14.49422836303711,12
gh8-01293,-170.00106811523438,-14.495773315429688,-170.00072479248047,-14.495601654052734,12
gh8-01294,-170.00381469726562,-14.499893188476562,-170.00347137451172,-14.49972152709961,12
gh8-01295,-170.00415802001953,-14.500579833984375,-170.00381469726562,-14.500408172607422,12
gh8-01296,-170.32894134521484,-14.338188171386719,-170.32859802246094,-14.338016510009766,12
gh8-01297,-170.32825469970703,-14.343681335449219,-170.32791137695312,-14.343509674072266,12
gh8-01298,-170.32825469970703,-14.345226287841797,-170.32791137695312,-14.345054626464844,12
gh8-01299,-170.32825469970703,-14.34539794921875,-170.32791137695312,-14.345226287841797,12
gh8-01300,-170.32791137695312,-14.347114562988281,-170.32756805419922,-14.346942901611328,12
gh8-01301,-170.7326889038086,-14.202747344970703,-170.7323455810547,-14.20257568359375,12
gh8-01302,-170.67707061767578,-14.270553588867188,-170.67672729492188,-14.270381927490234,12
gh8-01303,-170.67672729492188,-14.275531768798828,-170.67638397216797,-14.275360107421875,12
